"qual_db_id","class","order","family","genus","sci_name","common_name","tax_level","initials","qual_found","n","lipid_ww","protein_ww","energy_ww","energy_method","lipid_dw","protein_dw","energy_dw","lipid_afdw","protein_afdw","energy_afdw","water","ash_ww","ash_dw","length_type","length_mean_cm","length_min_cm","length_max_cm","ww_mean_g","ww_min_g","ww_max_g","life_stage","age","sex","start_day","end_day","start_month","end_month","start_year","end_year","lat","long","longhurst_province","specific_location","ocean_basin","publication_year","reference","url","notes"
301,"Actinopterygii","Perciformes","Embiotocidae","Cymatogaster","Cymatogaster aggregata","Shiner perch","species","ZR","yes",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.4,NA,NA,"TL",10.2,9,12,NA,NA,NA,NA,NA,NA,"29","29","November","November","1998","2000",38.014506,-122.46191,"CCAL","San Pablo Bay, Contra Costa County","Pacific Ocean",2003,"Greenfield, B. et al. Contaminant Concentrations in Fish from San Francisco Bay, 2000. SFEI Contribution 77, 1–82 (2003).","https://www.sfei.org/sites/default/files/biblio_files/FishStudy_finalv3.pdf","Lat and long from https://tools.wmflabs.org/geohack/geohack.php?pagename=San_Francisco_Bay&params=37.67_N_122.27_W_region:US-CA_type:waterbody_scale:750000_source:GNIS; https://escholarship.org/uc/item/4r73h01x used an energy density value for topsmelt as a substitute"
302,"Actinopterygii","Perciformes","Embiotocidae","Cymatogaster","Cymatogaster aggregata","Shiner perch","species","ZR","yes",NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.6,NA,NA,"TL",8.4,8,10,NA,NA,NA,NA,NA,NA,"14","14","November","November","1998","2000",37.752487,-122.22572,"CCAL","San Leandro Bay, Contra Costa County","Pacific Ocean",2003,"Greenfield, B. et al. Contaminant Concentrations in Fish from San Francisco Bay, 2000. SFEI Contribution 77, 1–82 (2003).","https://www.sfei.org/sites/default/files/biblio_files/FishStudy_finalv3.pdf","Lat and long from https://tools.wmflabs.org/geohack/geohack.php?pagename=San_Francisco_Bay&params=37.67_N_122.27_W_region:US-CA_type:waterbody_scale:750000_source:GNIS; https://escholarship.org/uc/item/4r73h01x used an energy density value for topsmelt as a substitute"
303,"Actinopterygii","Perciformes","Embiotocidae","Cymatogaster","Cymatogaster aggregata","Shiner perch","species","ZR","yes",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.8,NA,NA,"TL",11,10,14,NA,NA,NA,NA,NA,NA,"1","1","May","May","1998","2000",37.548736,-122.15287,"CCAL","South Bay Bridges, Contra Costa County","Pacific Ocean",2003,"Greenfield, B. et al. Contaminant Concentrations in Fish from San Francisco Bay, 2000. SFEI Contribution 77, 1–82 (2003).","https://www.sfei.org/sites/default/files/biblio_files/FishStudy_finalv3.pdf","Lat and long from https://tools.wmflabs.org/geohack/geohack.php?pagename=San_Francisco_Bay&params=37.67_N_122.27_W_region:US-CA_type:waterbody_scale:750000_source:GNIS; https://escholarship.org/uc/item/4r73h01x used an energy density value for topsmelt as a substitute"
304,"Actinopterygii","Perciformes","Embiotocidae","Cymatogaster","Cymatogaster aggregata","Shiner perch","species","ZR","yes",NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.4,NA,NA,"TL",12.1,11,15,NA,NA,NA,NA,NA,NA,"16","16","June","June","1998","2000",37.783484,-122.247,"CCAL","Oakland, Contra Costa County","Pacific Ocean",2003,"Greenfield, B. et al. Contaminant Concentrations in Fish from San Francisco Bay, 2000. SFEI Contribution 77, 1–82 (2003).","https://www.sfei.org/sites/default/files/biblio_files/FishStudy_finalv3.pdf","Lat and long from https://tools.wmflabs.org/geohack/geohack.php?pagename=San_Francisco_Bay&params=37.67_N_122.27_W_region:US-CA_type:waterbody_scale:750000_source:GNIS; https://escholarship.org/uc/item/4r73h01x used an energy density value for topsmelt as a substitute"
305,"Actinopterygii","Perciformes","Embiotocidae","Cymatogaster","Cymatogaster aggregata","Shiner perch","species","ZR","yes",NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,"TL",11.6,10,13,NA,NA,NA,NA,NA,NA,"21","21","June","June","1998","2000",37.783484,-122.247,"CCAL","Oakland, Contra Costa County","Pacific Ocean",2003,"Greenfield, B. et al. Contaminant Concentrations in Fish from San Francisco Bay, 2000. SFEI Contribution 77, 1–82 (2003).","https://www.sfei.org/sites/default/files/biblio_files/FishStudy_finalv3.pdf","Lat and long from https://tools.wmflabs.org/geohack/geohack.php?pagename=San_Francisco_Bay&params=37.67_N_122.27_W_region:US-CA_type:waterbody_scale:750000_source:GNIS; https://escholarship.org/uc/item/4r73h01x used an energy density value for topsmelt as a substitute"
306,"Actinopterygii","Perciformes","Embiotocidae","Cymatogaster","Cymatogaster aggregata","Shiner perch","species","ZR","yes",NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.9,NA,NA,"TL",11.4,10,14,NA,NA,NA,NA,NA,NA,"22","22","June","June","1998","2000",37.783484,-122.247,"CCAL","Oakland, Contra Costa County","Pacific Ocean",2003,"Greenfield, B. et al. Contaminant Concentrations in Fish from San Francisco Bay, 2000. SFEI Contribution 77, 1–82 (2003).","https://www.sfei.org/sites/default/files/biblio_files/FishStudy_finalv3.pdf","Lat and long from https://tools.wmflabs.org/geohack/geohack.php?pagename=San_Francisco_Bay&params=37.67_N_122.27_W_region:US-CA_type:waterbody_scale:750000_source:GNIS; https://escholarship.org/uc/item/4r73h01x used an energy density value for topsmelt as a substitute"
307,"Malacostraca","Isopoda","Idoteidae","Idotea","Idotea metallica","Metallic Isopod","species","ZR","no_water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,"Gutow, L., Leidenberger, S., Boos, K. & Franke, H. Differential life history responses of two Idotea species (Crustacea: Isopoda) to food limitation. Mar. Ecol. Prog. Ser. 344, 159–172 (2007).","10.3354/meps06894","This paper has lipid dry weight but no way to convert it to wet weight; No proxy to use"
308,"Malacostraca","Isopoda","Idoteidae","Idotea","Idotea metallica","Metallic Isopod","species","ZR","no_water",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,"Gutow, L., Strahl, J., Wiencke, C., Franke, H.-D. & Saborowski, R. Behavioural and metabolic adaptations of marine isopods to the rafting life style. Mar Biol 149, 821–828 (2006).","10.1007/s00227-006-0257-9","This paper has lipid dry weight but no way to convert it to wet weight; No proxy to use"
309,"Cephalopoda","Oegopsida","Gonatidae","Gonatopsis","Gonatopsis borealis","Boreopacific gonate squid","species","ZR","not_whole",5,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ML",22.5,NA,NA,371.9,NA,NA,NA,NA,NA,NA,NA,"July","July","1986","1986",45.983,170.05,"PSAW","Northwest Pacific Ocean","Pacific Ocean",1989,"Hayashi, K. Occurrence of diacyl glyceryl ethers in liver lipids of gonatid squid Gonatopsis borealis. NIPPON SUISAN GAKKAISHI 55, 1383–1387 (1989).","10.2331/suisan.55.1383","Wet weight; mantle"
310,"Cephalopoda","Oegopsida","Gonatidae","Berryteuthis","Berryteuthis anonychus","Smallfin gonate squid","species","ZR","not_whole",NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ML",7.5,6.4,8.6,14,9.9,18.1,NA,NA,NA,NA,NA,"August","August","2002","2002",50.767,-144.1,"PSAE","Gulf of Alaska","Pacific Ocean",2004,"Hayashi, K. & Bower, J. R. Lipid Composition of the Digestive Gland, Mantle and Stomach Fluid of the Gonatid Squid Berryteuthis anonychus. J. Oleo Sci. 53, 1–8 (2004).","10.5650/jos.53.1","Value is for the mantle"
311,"Cephalopoda","Oegopsida","Gonatidae","Berryteuthis","Berryteuthis anonychus","Smallfin gonate squid","species","ZR","not_whole",NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ML",8.1,6.7,9.5,22.35,12.8,31.9,NA,NA,NA,NA,NA,"July","July","2002","2002",55.967,-174.733,"BERS","Bering Sea","Pacific Ocean",2004,"Hayashi, K. & Bower, J. R. Lipid Composition of the Digestive Gland, Mantle and Stomach Fluid of the Gonatid Squid Berryteuthis anonychus. J. Oleo Sci. 53, 1–8 (2004).","10.5650/jos.53.1","Value is for the mantle"
312,"Thaliacea","Salpida","Salpidae","Thetys","Thetys vagina","Twin tailed salp","species","ZR","water_proxy",31,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA,95.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June","October","2007","2009",NA,NA,"NEWZ","Southern Tasman Sea; Pacific Ocean east of New Zealand","Pacific Ocean",2013,"Henschke, N. et al. Salp-falls in the Tasman Sea: a major food input to deep-sea benthos. Mar. Ecol. Prog. Ser. 491, 165–175 (2013).","10.3354/meps10450","Lipid% dry weight only; Using moisture from Wang et al 2014 as proxy (95.05%). Tried to esimate Lat/long from 2007 and 2009 benthic studies present in Figure 1, and the locations provided in the methods (Southern Tasman Sea). Looks as though biochemical analysis was only conducted on 2007 and 2009 benthic studies, while all the red points are trawls for biomass (from my understanding) - 2007 appears to be the black asterisk ""X"" while 2009 seems to be just South of Australia and North of Hobart. Both year locations are far apart to too hard to pick a location that is representative. Paper does have dw values for Protein and Energy with different sample sizes, that could be extracted in the future."
313,"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron","Stylocheiron abbreviatum","Krill","species","ZR","yes",NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NASE","North Atlantic","Atlantic Ocean",1972,"Herring, P. J. Depth Distribution of the Carotenoid Pigments and Lipids of Some Oceanic Animals 1. Mixed Zooplankton, Copepods and Euphausiids. J. Mar. Biol. Ass. 52, 179–189 (1972).","10.1017/S0025315400018634","MRG 4/6/21 Herring 1972 paper gives lat and long of stations"
314,"Malacostraca","Decapoda","Acanthephyridae","Acanthephyra","Acanthephyra pelagica","Deep-sea shrimp","species","ZR","yes",NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NASE","eastern North Atlantic","Atlantic Ocean",1973,"Herring, P. J. Depth Distribution of the carotenoid pigments and lipids of some oceanic animals. 2. Decapod Crustaceans. J. Mar. Biol. Ass. 53, 539–562 (1973).","10.1017/S0025315400058756","MRG 4/6/21 Herring 1972 paper gives lat and long of stations"
315,"Malacostraca","Decapoda","Benthesicymidae","Gennadas","Gennadas elegans","Shrimp","species","ZR","yes",NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NASE","eastern North Atlantic","Atlantic Ocean",1973,"Herring, P. J. Depth Distribution of the carotenoid pigments and lipids of some oceanic animals. 2. Decapod Crustaceans. J. Mar. Biol. Ass. 53, 539–562 (1973).","10.1017/S0025315400058756","MRG 4/6/21 Herring 1972 paper gives lat and long of stations"
316,"Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae","Parapasiphae sulcatifrons","Grooveback shrimp","species","ZR","yes",NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NASE","eastern North Atlantic","Atlantic Ocean",1973,"Herring, P. J. Depth Distribution of the carotenoid pigments and lipids of some oceanic animals. 2. Decapod Crustaceans. J. Mar. Biol. Ass. 53, 539–562 (1973).","10.1017/S0025315400058756","MRG 4/6/21 Herring 1972 paper gives lat and long of stations"
317,"Malacostraca","Decapoda","Oplophoridae","Systellaspis","Systellaspis debilis",NA,"species","ZR","yes",NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NASE","eastern North Atlantic","Atlantic Ocean",1973,"Herring, P. J. Depth Distribution of the carotenoid pigments and lipids of some oceanic animals. 2. Decapod Crustaceans. J. Mar. Biol. Ass. 53, 539–562 (1973).","10.1017/S0025315400058756","MRG 4/6/21 Herring 1972 paper gives lat and long of stations"
318,"Actinopterygii","Perciformes","Gempylidae","Lepidocybium","Lepidocybium flavobrunneum","Escolar","species","ZR","yes",2,21,17,NA,NA,NA,NA,NA,NA,NA,NA,62,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"September","September","2014","2014",34.77,138.54,"KURO","Suruga Bay","Pacific Ocean",2017,"Howard, J., Yamauchi, A., Nakano, T., Yamaguchi, T. & Ochiai, Y. Characterization of composition and lipid in various deep sea fish species from Suruga Bay. Symposium Proceedings 10024, 1–2 (2017).","http://www.jsfs.jp/office/annual_meeting/meeting-program/85th/proceeding/pdfs/10024.pdf","Values approximated from figure 1. No life stage or length info. Location given, lat/long approximated from centre area of Suruga bay."
319,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","California anchovy","species","ZR","no_water",11,NA,NA,NA,"bomb_calorimetry",NA,NA,17.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"adult",NA,"F","Lab","Lab","Lab","Lab","Lab","Lab",NA,NA,"Lab/Hatchery","Hatchery","Hatchery",1981,"Hunter, J. R. & Leong, R. The spawning energetics of female Northern anchovy, Engraulis mordax. Fishery Bulletin 79, 215–230 (1981).","https://spo.nmfs.noaa.gov/sites/default/files/pdf-content/1981/792/hunter.pdf","ED is female without ovaries; dry-weight; data is for females; raised in lab so location and year is not useful. (MRG 10/04/21: ED in dry weight, no moisture provided. Potentially ref is wrong)"
320,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","California anchovy","species","ZT","no_water",NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April","April","1967","1967",NA,NA,NA,NA,"Pacific Ocean",1977,"Lasker, R. & Smith, P. E. Estimation of the effects of environmental variations on the eggs and larvae of the Northern Anchovy. California Cooperative Oceanic Fisheries Investigations 19, 128–137 (1977).","http://www.calcofi.com/publications/calcofireports/v19/Vol_19_Lasker___Smith.pdf","Cannot find any reference of sex (stated in Hunter 1981). Values approximated from avaiable figure. Doesnt state if commercial catch or laboratory for percent fat part of figure."
321,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","California anchovy","species","ZT","no_water",NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"May","May","1967","1967",NA,NA,NA,NA,"Pacific Ocean",1977,"Lasker, R. & Smith, P. E. Estimation of the effects of environmental variations on the eggs and larvae of the Northern Anchovy. California Cooperative Oceanic Fisheries Investigations 19, 128–137 (1977).","http://www.calcofi.com/publications/calcofireports/v19/Vol_19_Lasker___Smith.pdf","Cannot find any reference of sex (stated in Hunter 1981). Values approximated from avaiable figure. Doesnt state if commercial catch or laboratory for percent fat part of figure."
322,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","California anchovy","species","ZT","no_water",NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"March","March","1966","1966",NA,NA,NA,NA,"Pacific Ocean",1977,"Lasker, R. & Smith, P. E. Estimation of the effects of environmental variations on the eggs and larvae of the Northern Anchovy. California Cooperative Oceanic Fisheries Investigations 19, 128–137 (1977).","http://www.calcofi.com/publications/calcofireports/v19/Vol_19_Lasker___Smith.pdf","Cannot find any reference of sex (stated in Hunter 1981). Values approximated from avaiable figure. Doesnt state if commercial catch or laboratory for percent fat part of figure."
323,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","California anchovy","species","ZT","no_water",NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"July","July","1966","1966",NA,NA,NA,NA,"Pacific Ocean",1977,"Lasker, R. & Smith, P. E. Estimation of the effects of environmental variations on the eggs and larvae of the Northern Anchovy. California Cooperative Oceanic Fisheries Investigations 19, 128–137 (1977).","http://www.calcofi.com/publications/calcofireports/v19/Vol_19_Lasker___Smith.pdf","Cannot find any reference of sex (stated in Hunter 1981). Values approximated from avaiable figure. Doesnt state if commercial catch or laboratory for percent fat part of figure."
324,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","California anchovy","species","ZT","no_water",NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"April","April","1965","1965",NA,NA,NA,NA,"Pacific Ocean",1977,"Lasker, R. & Smith, P. E. Estimation of the effects of environmental variations on the eggs and larvae of the Northern Anchovy. California Cooperative Oceanic Fisheries Investigations 19, 128–137 (1977).","http://www.calcofi.com/publications/calcofireports/v19/Vol_19_Lasker___Smith.pdf","Cannot find any reference of sex (stated in Hunter 1981). Values approximated from avaiable figure. Doesnt state if commercial catch or laboratory for percent fat part of figure."
325,"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax","California anchovy","species","ZT","no_water",NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"November","November","1965","1965",NA,NA,NA,NA,"Pacific Ocean",1977,"Lasker, R. & Smith, P. E. Estimation of the effects of environmental variations on the eggs and larvae of the Northern Anchovy. California Cooperative Oceanic Fisheries Investigations 19, 128–137 (1977).","http://www.calcofi.com/publications/calcofireports/v19/Vol_19_Lasker___Smith.pdf","Most evident difference between %fat between Hunter (1981) and Lasker and Smith (1977). November had to be extrapolated from the figure as there is no explicit point for LaS (1977) like there is in Hunter (1981). Cannot find any reference of sex (stated in Hunter 1981). Values approximated from avaiable figure. Doesnt state if commercial catch or laboratory for percent fat part of figure."
326,"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes pinniger","Canary rockfish","species","ZR","yes",8,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,NA,NA,2058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCAL","British Columbia and Alaskan waters","Pacific Ocean",2009,"Huynh, M. D. & Kitts, D. D. Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114, 912–918 (2009).","10.1016/j.foodchem.2008.10.038","MRG 4/6/21: Says Pacific NW coastal waters "" caught off different regions of the Pacific Northwest (e.g. British Columbia and Alaskan) waters"". ZT 9/14/23: Same note as above regarding location, date also only specified to ""spring"" without a year"
327,"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus evermanni","Evermann's lanternfish","species","ZR","yes",1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398,NA,NA,NA,NA,NA,NA,NA,"September","September","1979","1979",-14.65222,156.8931,"ARCH","Coral Sea","Pacific Ocean",1989,"Ikeda, T. Estimated Respiration Rate of Myctophid Fish from the Enzyme Activity of the Electron-transport-system. Journal of the Oceanographical Society of Japan 45, 167–173 (1989).","10.1007/BF02123460","No direct references to length or life stage"
328,"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus evermanni","Evermann's lanternfish","species","ZR","yes",1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.364,NA,NA,NA,NA,NA,NA,NA,"October","October","1979","1979",-14.65222,156.8931,"ARCH","Coral Sea","Pacific Ocean",1989,"Ikeda, T. Estimated Respiration Rate of Myctophid Fish from the Enzyme Activity of the Electron-transport-system. Journal of the Oceanographical Society of Japan 45, 167–173 (1989).","10.1007/BF02123460","No direct references to length or life stage"
329,"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus evermanni","Evermann's lanternfish","species","ZR","yes",1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112,NA,NA,NA,NA,NA,NA,NA,"November","November","1979","1979",-14.65222,156.8931,"ARCH","Coral Sea","Pacific Ocean",1989,"Ikeda, T. Estimated Respiration Rate of Myctophid Fish from the Enzyme Activity of the Electron-transport-system. Journal of the Oceanographical Society of Japan 45, 167–173 (1989).","10.1007/BF02123460","No direct references to length or life stage"
330,"Cephalopoda","Oegopsida","Ommastrephidae","Dosidicus","Dosidicus gigas","Jumbo flying squid","species","ZR","yes",2,NA,NA,4.22,"bomb_calorimetry",NA,NA,23.7,NA,NA,24.87,82.2,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCAL","California Current System","Pacific Ocean",1979,"Inter-American Tropical Tuna Commission. Annual Report of the Inter-American Tropical Tuna Commission. Inter-American Tropical Tuna Commission 1–163 (1979) doi:NA.","https://www.iattc.org/GetAttachment/ac180ad9-7203-494f-98c1-79906f941bf1/IATTC-Annual-Report_1978.pdf","It does not state when or where the collection of these specimens occurred, but IATTC is for the Pacific fishery, so atleast know it's Pacific. Just says ""Fresh specimens of food organisms commonly found in yellowfin stomachs were collected at night during a recent IATTC tagging cruise by dipnetting organisms attracted to a bright light."" Knowing where the IATTC operates out of (Cali, Panama) guessing this sampling would be California Current. ZT 9/14/23: Does not state explicitly where tuna were collected, nor does it state date (though based on ""recent"" and this being a report of 1978, would assume around there)"
331,"Actinopterygii","Stomiiformes","Phosichthyidae","Vinciguerria","Vinciguerria lucetia","Panama lightfish","species","ZR","yes",3,NA,NA,5.15,"bomb_calorimetry",NA,NA,22.1,NA,NA,24.33,76.1,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCAL","California Current System","Pacific Ocean",1979,"Inter-American Tropical Tuna Commission. Annual Report of the Inter-American Tropical Tuna Commission. Inter-American Tropical Tuna Commission 1–163 (1979) doi:NA.","https://www.iattc.org/GetAttachment/ac180ad9-7203-494f-98c1-79906f941bf1/IATTC-Annual-Report_1978.pdf","It does not state when or where the collection of these specimens occurred, but IATTC is for the Pacific fishery, so atleast know it's Pacific. Just says ""Fresh specimens of food organisms commonly found in yellowfin stomachs were collected at night during a recent IATTC tagging cruise by dipnetting organisms attracted to a bright light."" Knowing where the IATTC operates out of (Cali, Panama) guessing this sampling would be California Current. ZT 9/14/23: Does not state explicitly where tuna were collected, nor does it state date (though based on ""recent"" and this being a report of 1978, would assume around there)"
332,"Actinopterygii","Perciformes","Carangidae","Decapterus","Decapterus macrosoma","Shortfin scad","species","ZR","yes",NA,9.8,22.97,NA,NA,NA,NA,NA,NA,NA,NA,56.88,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUND","Kuala Terengganu, Malaysia","Pacific Ocean",2018,"Ishak, N. H. & Sarbon, N. M. Physicochemical characterization of enzymatically prepared fish protein hydrolysate from waste of shortfin scad (Decapterus macrosoma). International Food Research Journal 25, 2593–2600 (2018).","http://www.ifrj.upm.edu.my/25%20(06)%202018/(47).pdf","No life stage or length info. ZT 9/14/23: States D. macrosoma was purchased from ""Maperow Sdn. Bhd. in Kuala Terengganu, Malaysia"" so I would assume obtained offshore of Kuala Terengganu. No date information."
333,"Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides elassodon","Flathead sole","species","ZR","yes",11,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",19.4,NA,NA,63.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994","1998",60.68,-147.06,"ALSK","Prince William Sound","Pacific Ocean",2002,"Iverson, S., Frost, K. & Lang, S. Fat content and fatty acid composition of forage fish and invertebrates in Prince William Sound, Alaska: factors contributing to among and within species variability. Mar. Ecol. Prog. Ser. 241, 161–181 (2002).","10.3354/meps241161",NA
334,"Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides elassodon","Flathead sole","species","ZR","yes",22,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",15.9,NA,NA,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994","1998",60.68,-147.06,"ALSK","Prince William Sound","Pacific Ocean",2002,"Iverson, S., Frost, K. & Lang, S. Fat content and fatty acid composition of forage fish and invertebrates in Prince William Sound, Alaska: factors contributing to among and within species variability. Mar. Ecol. Prog. Ser. 241, 161–181 (2002).","10.3354/meps241161",NA
335,"Cephalopoda","Sepiida","Sepiolidae","Rossia","Rossia pacifica","Stubby squid","species","ZR","yes",8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",49.2,NA,NA,148.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994","1998",60.68,-147.06,"ALSK","Prince William Sound","Pacific Ocean",2002,"Iverson, S., Frost, K. & Lang, S. Fat content and fatty acid composition of forage fish and invertebrates in Prince William Sound, Alaska: factors contributing to among and within species variability. Mar. Ecol. Prog. Ser. 241, 161–181 (2002).","10.3354/meps241161",NA
336,"Cephalopoda","Sepiida","Sepiolidae","Rossia","Rossia pacifica","Stubby squid","species","ZR","yes",28,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",18.7,NA,NA,25.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994","1998",60.68,-147.06,"ALSK","Prince William Sound","Pacific Ocean",2002,"Iverson, S., Frost, K. & Lang, S. Fat content and fatty acid composition of forage fish and invertebrates in Prince William Sound, Alaska: factors contributing to among and within species variability. Mar. Ecol. Prog. Ser. 241, 161–181 (2002).","10.3354/meps241161",NA
337,"Cephalopoda","Sepiida","Sepiolidae","Rossia","Rossia pacifica","Stubby squid","species","ZR","yes",47,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",26.5,NA,NA,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1994","1998",60.68,-147.06,"ALSK","Prince William Sound","Pacific Ocean",2002,"Iverson, S., Frost, K. & Lang, S. Fat content and fatty acid composition of forage fish and invertebrates in Prince William Sound, Alaska: factors contributing to among and within species variability. Mar. Ecol. Prog. Ser. 241, 161–181 (2002).","10.3354/meps241161",NA
338,"Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma","Anoplopoma fimbria","Sablefish","species","ZR","yes",11,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FL",31.8,NA,NA,336.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","1996",60.609,-147.167,"ALSK","Prince William Sound and Lower Cook Inlet","Pacific Ocean",2002,"Iverson, S., Frost, K. & Lang, S. Fat content and fatty acid composition of forage fish and invertebrates in Prince William Sound, Alaska: factors contributing to among and within species variability. Mar. Ecol. Prog. Ser. 241, 161–181 (2002).","10.3354/meps241161",NA
