"class","order","family","genus","sci_name","alt_names","tax_level","life_stage","trophic_level","troph_lev_se","troph_estimate","IUCN_status","fisheries_status","commercial","recreational"
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch","Oncorhynchus kisutch","species","larva",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Scorpaeniformes","Hexagrammidae","Ophiodon","Ophiodon elongatus","Ophiodon elongatus","species","juvenile",NA,NA,NA,"NE","commercial",1,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","Parophrys vetulus","Parophrys vetulus; Parophrys hubbardii Gill, 1862; Parophrys ischyrus Jordan & Gilbert, 1880; Pleuronectes digrammus Günther, 1862; Pleuronectes vetulus (Girard, 1854)","species","larva",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Perciformes","Stromateidae","Peprilus","Peprilus simillimus",NA,"species","adult",4,0.2,"Relatives","LC","commercial",1,1
"Actinopterygii","Scorpaeniformes","Peristediidae","Peristedion","Peristedion gracile",NA,"species","adult",3.4,0.3,"Relatives","LC","none",0,0
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys stellatus","Platichthys stellatus; Platichthys rugosus Girard, 1854 (synonym); Pleuronectes stellatus Pallas, 1787","species","adult",3.6,0.1,"Species","LC","commercial",1,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys coenosus","Pleuronichthys coenosus","species","adult",3.2,0.39,"Species","NE","minor commercial",1,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys coenosus","Pleuronichthys coenosus","species","juvenile",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys coenosus","Pleuronichthys coenosus","species","larva",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys decurrens",NA,"species","adult",3.85,0.55,"Species","LC","minor commercial",1,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys verticalis","Pleuronichthys verticalis","species","adult",3.1,0.32,"Species","LC","none",0,0
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys verticalis","Pleuronichthys verticalis","species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys","Pleuronichthys verticalis","Pleuronichthys verticalis","species","larva",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Psettichthys","Psettichthys melanostictus","Psettichthys melanostictus","species","adult",4.1,0.67,"Species","NE","commercial",1,1
"Actinopterygii","Scorpaeniformes","Psychrolutidae",NA,"Psychrolutidae spp.","blobfish","family","adult",3.4,0.5,"species","NE","none",0,0
"Actinopterygii","Perciformes","Bramidae","Pterycombus","Pterycombus petersii",NA,"species","adult",4.1,0.6,"Relatives","NE","none",0,0
"Actinopterygii","Perciformes","Bramidae","Pterycombus","Pterycombus petersii",NA,"species","juvenile",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Perciformes","Gobiidae","Rhinogobiops","Rhinogobiops nicholsii",NA,"species","adult",3.36999989,0.58,"Species","NE","none",0,0
"Actinopterygii","Perciformes","Gobiidae","Rhinogobiops","Rhinogobiops nicholsii",NA,"species","juvenile",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Perciformes","Gobiidae","Rhinogobiops","Rhinogobiops nicholsii",NA,"species","larva",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Perciformes","Scombridae","Sarda","Sarda chiliensis chiliensis","Sarda chiliensis","species","juvenile",NA,NA,NA,"LC","recreational",0,1
"Actinopterygii","Perciformes","Scombridae","Sarda","Sarda chiliensis chiliensis","Sarda chiliensis","species","adult",4.5,0.3,"Species","LC","highly commercial",1,1
"Actinopterygii","Perciformes","Scombridae","Sarda","Sarda chiliensis chiliensis","Sarda chiliensis","species","larva",NA,NA,NA,"LC","none",0,1
"Actinopterygii","Scorpaeniformes","Cottidae","Scorpaenichthys","Scorpaenichthys marmoratus","Scorpaenichthys marmoratus","species","adult",3.6,0.47,"Species","NE","commercial",1,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes maliger",NA,"species","adult",3.84,0.37,"Species","NE","commercial",1,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes proriger",NA,"species","adult",3.8,0.7,"Relatives","NE","commercial",1,1
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes ruberrimus","Sebastes ruberrimus; Sebastes (Sebastopyr) ruberrimus (Cramer, 1895)· accepted, alternate representation; Sebastes ruber Ayres, 1854; Sebastodes ruberrimus (Cramer, 1895); Sebastolobus ruberrimus Cramer, 1896","species","juvenile",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Perciformes","Carangidae","Selene","Selene setapinnis",NA,"species","juvenile",NA,NA,NA,"LC","aquarium",0,0
"Actinopterygii","Perciformes","Carangidae","Selene","Selene setapinnis",NA,"species","adult",3.72,0.52,"Species","LC","highly commercial",1,0
"Actinopterygii","Perciformes","Sphyraenidae","Sphyraena","Sphyraena argentea","Sphyraena argentea","species","adult",4.5,0.8,"Species","LC","commercial",1,1
"Actinopterygii","Stomiiformes","Stomiidae","Stomias","Stomias atriventer","Stomias atriventer","species","adult",4,0.65,"Species","NE","none",0,0
"Actinopterygii","Stomiiformes","Stomiidae","Stomias","Stomias atriventer","Stomias atriventer","species","juvenile",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Stomiiformes","Stomiidae","Stomias","Stomias atriventer","Stomias atriventer","species","larva",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Beloniformes","Belonidae","Strongylura","Strongylura exilis",NA,"species","adult",4.5,0.8,"Species","LC","minor commercial",1,0
"Actinopterygii","Stomiiformes","Stomiidae","Tactostoma","Tactostoma macropus","Tactostoma macropus","species","larva",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Perciformes","Bramidae","Taractes","Taractes asper",NA,"species","adult",4.3,0.6,"Relatives","LC","none",0,0
"Actinopterygii","Perciformes","Carangidae","Trachinotus","Trachinotus ovatus",NA,"species","adult",3.73,0.58,"Species","LC","minor commercial",1,1
"Actinopterygii","Lampriformes","Trachipteridae","Trachipterus","Trachipterus trachypterus",NA,"species","adult",2.88,0.25,"Species","LC","minor commercial",1,0
"Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus symmetricus",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Pleuronectiformes","Paralichthyidae","Citharichthys","Citharichthys stigmaeus","Citharichthys stigmaeus","species","adult",3.4,0.52,"Species","NE","minor commercial",1,0
"Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus japonicus",NA,"species","juvenile",NA,NA,NA,"NT","none",0,0
"Actinopterygii","Aulopiformes","Anotopteridae","Anotopterus","Anotopterus pharao",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis japonicus",NA,"species","adult",3.14,0.148,"Species","LC","highly commercial",1,0
"Actinopterygii","Aulopiformes","Paralepididae","Lestidiops","Lestidiops ringens",NA,"species","adult",4.05,0.55,"Species","LC","none",0,0
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus tshawytscha","Oncorhynchus tshawytscha; Oncorhynchus cooperi (Suckley, 1861); Salmo cooperi Suckley, 1861; Salmo orientalis Pallas, 1814; Salmo quinnat Richardson, 1836; Salmo richardii Suckley, 1861; Salmo tschawytscha Bloch & Schneider, 1801; Salmo tshawytscha Walbaum, 1792; Salmo warreni Suckley, 1861","species","adult",4.4,0.7,"Species","NE","highly commercial",1,1
"Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys","Thaleichthys pacificus",NA,"species","adult",3.25,0.37,"Species","LC","commercial",1,0
"Actinopterygii","Atheriniformes","Atherinidae","Atherinopsis","Atherinopsis californiensis",NA,"species","adult",2.33,0.21,"Species","LC","commercial",1,0
"Actinopterygii","Atheriniformes","Atherinidae","Atherinopsis","Atherinopsis californiensis",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes ruberrimus","Sebastes ruberrimus; Sebastes (Sebastopyr) ruberrimus (Cramer, 1895)· accepted, alternate representation; Sebastes ruber Ayres, 1854; Sebastodes ruberrimus (Cramer, 1895); Sebastolobus ruberrimus Cramer, 1897","species","larva",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides elassodon","Hippoglossoides elassodon","species","adult",3.7,0.1,"Species","NE","commercial",1,1
"Actinopterygii","Perciformes","Labridae","Halichoeres","Halichoeres nicholsi",NA,"species","adult",4,0.61,"Species","LC","none",0,0
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus zachirus",NA,"species","adult",3.25,0.124,"Species","LC","commercial",1,0
"Actinopterygii","Aulopiformes","Omosudidae","Omosudis","Omosudis lowii",NA,"species","adult",4.29,0.64,"Species","LC","none",0,0
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss","Oncorhynchus mykiss; Oncorhynchus gairdnerii (Richardson, 1836); Oncorhynchus kamloops Jordan, 1892; Oncorhynchus mykiss nelsoni Evermann, 1908; Parasalmo mykiss (Walbaum, 1792); Parasalmo penshinensis (Pallas, 1814); Salmo gairdneri Richardson, 1836; Salmo gairdneri irideus Gibbons, 1855; Salmo gairdneri shasta Jordan, 1894; Salmo gairdnerii Richardson, 1836; Salmo gairdnerii gairdnerii Richardson, 1836; Salmo gairdnerii irideus Gibbons, 1855; Salmo gilberti Jordan, 1894; Salmo iridea Gibbons, 1855; Salmo irideus Gibbons, 1855; Salmo irideus argentatus Bajkov, 1927; Salmo kamloops (Jordan, 1892); Salmo kamloops whitehousei Dymond, 1931; Salmo masoni Suckley, 1860; Salmo mykiss Walbaum, 1792; Salmo nelsoni Evermann, 1908; Salmo penshinensis Pallas, 1814; Salmo purpuratus Pallas, 1814 (synonym); Salmo rivularis Ayres, 1855; Salmo rivularis kamloops (Jordan, 1892); Salmo truncatus Suckley, 1859; Trutta iridea (Gibbons, 1855)","species","adult",4.1,0.3,"Species","NE","highly commercial",1,1
"Actinopterygii","Clupeiformes","Clupeidae","Sardinella","Sardinella aurita",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Scorpaeniformes","Rhamphocottidae","Rhamphocottus","Rhamphocottus richardsonii","Rhamphocottus richardsonii","species","adult",3.4,NA,NA,"NE","none",0,0
"Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus japonicus",NA,"species","adult",3.4,0.45,"Species","NT","highly commercial",1,0
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","Symbolophorus californiensis; Myctophum californiense Eigenmann & Eigenmann, 1889; Symbolophorus californiense (Eigenmann & Eigenmann, 1889)","species","larva",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus imperatorius",NA,"species","adult",3.1,0.1,"Relatives","LC","none",0,0
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta","Oncorhynchus keta","species","juvenile",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma","Anoplopoma fimbria",NA,"species","adult",3.84,0.205,"Species","NE","highly commercial",1,0
"Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma","Anoplopoma fimbria",NA,"species","juvenile",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Myctophiformes","Myctophidae","Myctophum","Myctophum punctatum",NA,"species","adult",3.39000011,0.3887,"Species","LC","none",0,0
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus","Nesiarchus nasutus",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Perciformes","Gempylidae","Nesiarchus","Nesiarchus nasutus",NA,"species","larva",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus",NA,"species","adult",2.48,0.17,"Species","LC","highly commercial",1,1
"Actinopterygii","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax",NA,"species","adult",2.84,0.125,"Species","LC","highly commercial",1,0
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis encrasicolus",NA,"species","adult",3.12,0.36,"Species","LC","highly commercial",1,0
"Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax",NA,"species","adult",3.1,0.28,"Species","LC","commercial",1,0
"Actinopterygii","Beloniformes","Scomberesocidae","Cololabis","Cololabis saira",NA,"species","adult",3.71,0.44,"Species","NE","highly commercial",1,0
"Actinopterygii","Stomiiformes","Stomiidae","Melanostomias","Melanostomias valdiviae",NA,"species","adult",4.2,0.73,"Species","LC","none",0,0
"Actinopterygii","Stomiiformes","Stomiidae","Photonectes","Photonectes margarita",NA,"species","adult",4.03,0.7,"Species","LC","none",0,0
"Actinopterygii","Aulopiformes","Paralepididae","Arctozenus","Arctozenus risso",NA,"species","adult",3.92,0.65,"Species","LC","none",0,0
"Actinopterygii","Myctophiformes","Myctophidae","Symbolophorus","Symbolophorus californiensis","Symbolophorus californiensis; Myctophum californiense Eigenmann & Eigenmann, 1889; Symbolophorus californiense (Eigenmann & Eigenmann, 1889)","species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii",NA,"species","adult",3.16,0.186,"Species","DD","highly commercial",1,1
"Actinopterygii","Perciformes","Embiotocidae","Cymatogaster","Cymatogaster aggregata",NA,"species","adult",2.99,0.31,"Species","LC","minor commercial",1,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Lyopsetta","Lyopsetta exilis","Lyopsetta exilis; Eopsetta exilis (Jordan & Gilbert, 1880); Hippoglossoides exilis Jordan & Gilbert, 1880","species","adult",3.5,0.3,"Species","LC","minor commercial",1,1
"Actinopterygii","Perciformes","Ammodytidae","Ammodytes","Ammodytes tobianus",NA,"species","adult",3.08,0.074,"Species","DD","highly commercial",1,0
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus","Diaphus luetkeni",NA,"species","adult",3.78,0.55,"Species","LC","none",0,0
"Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus","Maurolicus muelleri",NA,"species","adult",3.01,0,"Species","LC","minor commercial",1,0
"Actinopterygii","Perciformes","Bramidae","Brama","Brama orcini",NA,"species","adult",3.9,0.6,"Relatives","NE","minor commercial",1,0
"Actinopterygii","Myctophiformes","Myctophidae","Diaphus","Diaphus effulgens",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka","Oncorhynchus nerka; Hypsifario kennerlyi (Suckley, 1861); Oncorhynchus adonis Jordan & McGregor in Jordan & Hubbs, 1925; Oncorhynchus nerka kennerlyi (Suckley, 1861); Salmo kennerlyi Suckley, 1861; Salmo nerka Walbaum, 1792; Salmo paucidens Richardson, 1836","species","adult",3.5,0.2,"Species","LC","highly commercial",1,1
"Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus symmetricus",NA,"species","larva",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Osmeriformes","Osmeridae","Spirinchus","Spirinchus thaleichthys","Spirinchus thaleichthys; Osmerus thaleichthys Ayres, 1860; Spirinchus dilatus Schultz & Chapman, 1934","species","adult",3.2,0.35,"Species","LC","subsistence",1,0
"Actinopterygii","Osmeriformes","Osmeridae","Spirinchus","Spirinchus thaleichthys","Spirinchus thaleichthys; Osmerus thaleichthys Ayres, 1860; Spirinchus dilatus Schultz & Chapman, 1936","species","larva",NA,NA,NA,"LC","none",0,0
"Malacostraca","Amphipoda","Lanceolidae","Lanceola","Lanceola sayana",NA,"species","adult",NA,NA,NA,"NE","none",0,0
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis","Onychoteuthis borealijaponica",NA,"species","juvenile",NA,NA,NA,"DD","none",0,0
"Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis","Onychoteuthis borealijaponica",NA,"species","adult",4.5,0.6,"Species","DD","commercial",1,0
"Cephalopoda","Oegopsida","Octopoteuthidae","Taningia","Taningia danae",NA,"species","adult",4.07,0.68,"Species","LC","potential",0,0
"Cephalopoda","Oegopsida","Octopoteuthidae","Taningia","Taningia danae",NA,"species","larva",NA,NA,NA,"LC","none",0,0
"Cephalopoda","Oegopsida","Octopoteuthidae","Taningia","Taningia danae",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Chrysaora colorata","Chrysaora colorata","species","larva",NA,NA,NA,"NE","none",0,0
"Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Chrysaora colorata","Chrysaora colorata","species","juvenile",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Parophrys","Parophrys vetulus","Parophrys vetulus; Parophrys hubbardii Gill, 1862; Parophrys ischyrus Jordan & Gilbert, 1880; Pleuronectes digrammus Günther, 1862; Pleuronectes vetulus (Girard, 1854)","species","juvenile",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus macrocephalus","Gadus macrocephalus; Gadus auratus Cope, 1873 (synonym); Gadus brandtii Hilgendorf, 1875 (synonym); Gadus callarias macrocephalus Tilesius, 1810; Gadus callarias marisalbi Derjugin, 1920; Gadus macrocephalus ogac (Richardson, 1836); Gadus morhua macrocephalus Tilesius, 1810; Gadus morhua marisalbi Derjugin, 1920; Gadus morhua ogac Richardson, 1836; Gadus ogac Richardson, 1836 (synonym); Gadus ogat Krøyer, 1847 (synonym); Gadus ovak Reinhardt, 1837 (synonym); Gadus pygmaeus Pallas, 1814 (synonym)","species","larva",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Perciformes","Mugilidae","Mugil","Mugil cephalus",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Cephalopoda","Octopoda","Amphitretidae","Japetella","Japetella diaphana",NA,"species","adult",3.58,0.41,"Species","LC","none",0,0
"Myxini","Myxiniformes","Myxinidae","Eptatretus","Eptatretus stoutii","Eptatretus stoutii","species","adult",4.2,0.7,NA,"NE","none",0,0
"Myxini","Myxiniformes","Myxinidae","Eptatretus","Eptatretus stoutii","Eptatretus stoutii","species","juvenile",NA,NA,NA,"NE","none",0,0
"Myxini","Myxiniformes","Myxinidae","Eptatretus","Eptatretus stoutii","Eptatretus stoutii","species","larva",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus","Tetragonurus atlanticus",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Perciformes","Tetragonuridae","Tetragonurus","Tetragonurus cuvieri",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Aulopiformes","Paralepididae","Magnisudis","Magnisudis atlantica",NA,"species","larva",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Aulopiformes","Paralepididae","Magnisudis","Magnisudis atlantica",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Cephalopoda","Oegopsida","Pyroteuthidae","Pterygioteuthis","Pterygioteuthis microlampas",NA,"species","adult",NA,NA,NA,"LC","none",0,0
"Cephalopoda","Octopoda","Alloposidae","Haliphron","Haliphron atlanticus",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Myctophiformes","Myctophidae","Lobianchia","Lobianchia gemellarii",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Perciformes","Sparidae","Spondyliosoma","Spondyliosoma cantharus",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis","Octopoteuthis nielseni",NA,"species","adult",NA,NA,NA,"DD","none",0,0
"Cephalopoda","Oegopsida","Ancistrocheiridae","Ancistrocheirus","Ancistrocheirus lesueurii",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Cephalopoda","Oegopsida","Histioteuthidae","Stigmatoteuthis","Stigmatoteuthis hoylei",NA,"species","adult",3.45,0.48,"Species","LC","none",0,0
"Cephalopoda","Oegopsida","Mastigoteuthidae","Mastigoteuthis","Mastigoteuthis dentata",NA,"species","adult",NA,NA,NA,"DD","none",0,0
"Cephalopoda","Oegopsida","Gonatidae","Gonatus","Gonatus berryi",NA,"species","adult",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes semicinctus","Sebastes semicinctus; Sebastes (UnnamedCladeD) semicinctus (Gilbert, 1897)· accepted, alternate representation; Sebastodes semicinctus Gilbert, 1898","species","juvenile",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes semicinctus","Sebastes semicinctus; Sebastes (UnnamedCladeD) semicinctus (Gilbert, 1897)· accepted, alternate representation; Sebastodes semicinctus Gilbert, 1899","species","larva",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes saxicola","Sebastes saxicola; Sebastes (UnnamedCladeD) saxicola (Gilbert, 1890)· accepted, alternate representation; Sebastichthys saxicola Gilbert, 1890; Sebastodes saxicola (Gilbert, 1890)","species","larva",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Ateleopodiformes","Ateleopodidae","Ateleopus","Ateleopus natalensis",NA,"species","adult",4,0.6,"Relatives","NE","none",0,0
"Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys","Anarrhichthys ocellatus",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Argentiniformes","Bathylagidae","Leuroglossus","Leuroglossus schmidti",NA,"species","juvenile",NA,NA,NA,"NE","none",0,0
"Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","Hydrolagus colliei","Hydrolagus colliei","species","adult",3.7,5.4,"Species","LC","none",0,0
"Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","Hydrolagus colliei","Hydrolagus colliei","species","juvenile",NA,NA,NA,"LC","none",0,0
"Holocephali","Chimaeriformes","Chimaeridae","Hydrolagus","Hydrolagus colliei","Hydrolagus colliei","species","larva",NA,NA,NA,"LC","none",0,0
"Malacostraca","Decapoda","Benthesicymidae","Bentheogennema","Bentheogennema burkenroadi","Bentheogennema burkenroadi","species","adult",NA,NA,NA,"NE","none",0,0
"Malacostraca","Decapoda","Benthesicymidae","Bentheogennema","Bentheogennema burkenroadi","Bentheogennema burkenroadi","species","juvenile",NA,NA,NA,"NE","none",0,0
"Malacostraca","Decapoda","Benthesicymidae","Bentheogennema","Bentheogennema burkenroadi","Bentheogennema burkenroadi","species","larva",NA,NA,NA,"NE","none",0,0
"Cephalopoda","Oegopsida","Gonatidae","Berryteuthis","Berryteuthis magister","Berryteuthis magister","species","juvenile",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Perciformes","Acanthuridae","Acanthurus","Acanthurus triostegus","Acanthurus triostegus; Acanthurus hirudo Bennett, 1829; Acanthurus pentazona Bleeker, 1850; Acanthurus sandvicensis Streets, 1877· accepted, alternate representation; Acanthurus subarmatus Bennett, 1840; Acanthurus triostegus marquesensis Schultz & Woods, 1948; Acanthurus triostegus sandvicensis Streets, 1877 (synonym); Acanthurus triostegus triostegus (Linnaeus, 1758); Acanthurus zebra Lacepède, 1802; Chaetodon couaga Lacepède, 1802; Chaetodon triostegus Linnaeus, 1758; Harpurus fasciatus Forster, 1801; Hepatus sandvicensis (Streets, 1877); Hepatus triostegus (Linnaeus, 1758); Rhombotides pentazona (Bleeker, 1850); Rhombotides triostegus (Linnaeus, 1758); Teuthis australis Gray, 1827; Teuthis elegans Garman, 1899; Teuthis sandvicensis (Streets, 1877); Teuthis triostegus (Linnaeus, 1758); Teuthis troughtoni Whitley, 1930","species","larva",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Perciformes","Nomeidae","Cubiceps","Cubiceps pauciradiatus",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","Sebastes melanops","Sebastes melanops; Sebastes (Sebastosomus) melanops Girard, 1856; Sebastodes melanops (Girard, 1856)","species","larva",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Gadiformes","Gadidae","Gadus","Gadus macrocephalus","Gadus macrocephalus; Gadus auratus Cope, 1873 (synonym); Gadus brandtii Hilgendorf, 1875 (synonym); Gadus callarias macrocephalus Tilesius, 1810; Gadus callarias marisalbi Derjugin, 1920; Gadus macrocephalus ogac (Richardson, 1836); Gadus morhua macrocephalus Tilesius, 1810; Gadus morhua marisalbi Derjugin, 1920; Gadus morhua ogac Richardson, 1836; Gadus ogac Richardson, 1836 (synonym); Gadus ogat Krøyer, 1847 (synonym); Gadus ovak Reinhardt, 1837 (synonym); Gadus pygmaeus Pallas, 1814 (synonym)","species","juvenile",NA,NA,NA,"NE","none",0,0
"Malacostraca","Decapoda","Axiidae","Axius","Axius stirynchus",NA,"species","adult",NA,NA,NA,"NE","none",0,0
"Malacostraca","Decapoda","Axiidae","Axius","Axius stirynchus",NA,"species","juvenile",NA,NA,NA,"NE","none",0,0
"Malacostraca","Decapoda","Axiidae","Axius","Axius stirynchus",NA,"species","larva",NA,NA,NA,"NE","none",0,0
"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus","Entelurus aequoreus",NA,"species","adult",3.53999996,0.4397,"Species","LC","none",0,0
"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus","Entelurus aequoreus",NA,"species","larva",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Syngnathiformes","Syngnathidae","Entelurus","Entelurus aequoreus",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Isopsetta","Isopsetta isolepis",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Glyptocephalus","Glyptocephalus zachirus",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Psettichthys","Psettichthys melanostictus","Psettichthys melanostictus","species","juvenile",NA,NA,NA,"NE","none",0,1
"Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossoides","Hippoglossoides elassodon","Hippoglossoides elassodon","species","juvenile",NA,NA,NA,"NE","commercial",1,1
"Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius productus",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Cephalopoda","Spirulida","Spirulidae","Spirula","Spirula spirula",NA,"species","adult",3.26,0.4,"Species","LC","none",0,0
"Cephalopoda","Spirulida","Spirulidae","Spirula","Spirula spirula",NA,"species","juvenile",NA,NA,NA,"LC","none",0,0
"Actinopterygii","Myctophiformes","Myctophidae","Lampadena","Lampadena urophaos","Lampadena urophaos","species","larva",NA,NA,NA,"LC","none",0,0
"Malacostraca","Decapoda","Sergestidae","Eusergestes","Eusergestes similis",NA,"species","adult",NA,NA,NA,"NE","none",0,0
"Nuda","Beroida","Beroidae","Beroe","Beroe abyssicola",NA,"species","adult",NA,NA,NA,"NE","none",0,0
